"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"287","Agriculture is Kenya’s most important economic activity, although less than 8 per cent of Kenya’s land is under agriculture #KilimoTujijenge",FALSE,0,NA,2016-10-28 06:20:01,FALSE,NA,"791887224748974081",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FMKMutuku",1,FALSE,FALSE,NA,NA
"288","RT @TimesNow: #WATCH Prime Minister Narendra Modi to form 10 Groups of Secretaries to work on various sectors like agriculture, energy and…",FALSE,0,NA,2016-10-28 06:19:45,FALSE,NA,"791887158105608193",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MachaRavi",47,TRUE,FALSE,NA,NA
"289","RT @ejn_greencareer: Why ignoring non-seasonal #farm workers is a danger to agriculture https://t.co/R71ooThCkK https://t.co/CIxxVGx7H2",FALSE,0,NA,2016-10-28 06:19:33,FALSE,NA,"791887106100441088",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Turlough_Guerin",4,TRUE,FALSE,NA,NA
"290","RT @ENPARDMed: #ENPARDMed - Karl-Heinz LAMBERTZ, @EU_CoR: ""There is a real issue in the generation renewal in agriculture"" https://t.co/K0w…",FALSE,0,NA,2016-10-28 06:19:32,FALSE,NA,"791887104188047360",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CIHEAMIAMM",2,TRUE,FALSE,NA,NA
"291","RT @ENPARDMed: #ENPARDMed - Karl-Heinz LAMBERTZ: ""Agriculture is essential when we evoke rural development in #Mediterranean "" https://t.co…",FALSE,0,NA,2016-10-28 06:19:29,FALSE,NA,"791887091038904320",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CIHEAMIAMM",3,TRUE,FALSE,NA,NA
"292","RT @TulsiGabbard: It’s vital we fight for sensible, transparent food policies and support local and domestic agriculture. Our future depend…",FALSE,0,NA,2016-10-28 06:19:20,FALSE,NA,"791887054208585728",NA,"<a href=""http://mvilla.it/fenix"" rel=""nofollow"">Fenix for Android</a>","RealTrevinShu",51,TRUE,FALSE,NA,NA
"293","The Food and Agriculture Organization of the United Nations Recruiting https://t.co/NzlGaVZXHE APP= https://t.co/thfjNZyKTd",FALSE,0,NA,2016-10-28 06:19:08,FALSE,NA,"791887001221861377",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","NJGfreesmsalert",0,FALSE,FALSE,NA,NA
"294","We adopted GMOs in '96 as part of our strategy to protect the soil &amp; increase production. We saw benefits right away https://t.co/SDOsZqA8du",FALSE,1,NA,2016-10-28 06:19:01,FALSE,NA,"791886971459207168",NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","GlobalFarmerNet",1,FALSE,FALSE,NA,NA
"295","United States Department of Agriculture (USDA), The Humane Society of the United States: Support usin... https://t.co/qCzUW4os7J via @Change",FALSE,1,NA,2016-10-28 06:18:30,FALSE,NA,"791886842371174401",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jijmpel",1,FALSE,FALSE,NA,NA
"296","Can urban farms feed our cities? https://t.co/ZJTCKL09Im https://t.co/vDh1sHNvXS",FALSE,1,NA,2016-10-28 06:18:26,FALSE,NA,"791886824528457728",NA,"<a href=""http://rightrelevance.com"" rel=""nofollow"">RightRelevanceTweetApp</a>","UrbanAgRRicult",1,FALSE,FALSE,NA,NA
"297","RT @TimesNow: #WATCH Prime Minister Narendra Modi to form 10 Groups of Secretaries to work on various sectors like agriculture, energy and…",FALSE,0,NA,2016-10-28 06:17:59,FALSE,NA,"791886712725237760",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","siddromi",47,TRUE,FALSE,NA,NA
"298","RT @FAOTanzania: Today we launched the National Strategy for Youth Involvement in Agriculture #Youth #DCE #Agriculture https://t.co/4J9fKL3…",FALSE,0,NA,2016-10-28 06:17:29,FALSE,NA,"791886587063889920",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TheEAinterns",3,TRUE,FALSE,NA,NA
"299","RT @FMKMutuku: Agriculture is Kenya’s most important economic activity, although less than 8 per cent of Kenya’s land is under agriculture…",FALSE,0,NA,2016-10-28 06:17:23,FALSE,NA,"791886562476765184",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rephynexus",2,TRUE,FALSE,NA,NA
"300","RT @AartvandenBos: Tomorrow session with IFC, @IUCN , @RVO_Nederland on Climate Smart Agriculture . Looking forward to present some cases.",FALSE,0,NA,2016-10-28 06:16:59,FALSE,NA,"791886462438543360",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FElements",1,TRUE,FALSE,NA,NA
"301","Windmill Kinderdijk, Holland, UNESCO World Heritage Site – 3641 Image by HereIsTom The outstanding contributi... https://t.co/ac1sRgQg9N",FALSE,0,NA,2016-10-28 06:16:57,FALSE,NA,"791886454473359360",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","Chegg2",0,FALSE,FALSE,NA,NA
"302","RT @AutismCRC: QLD recruitment closes this Monday for specialist animal care jobs for people on the spectrum! Apply now! https://t.co/oSgQY…",FALSE,0,NA,2016-10-28 06:16:27,FALSE,NA,"791886326203232256",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","crcassoc",1,TRUE,FALSE,NA,NA
"303","RT @JonathanPlaid: #Brexit means #Brexit getting clearer. Taxpayers to fund tariffs for single market access for certain sectors. What abou…",FALSE,0,NA,2016-10-28 06:15:53,FALSE,NA,"791886182800121856",NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i<U+039F>S</a>","aledwg",5,TRUE,FALSE,NA,NA
"304","RT @eatemalivetiger: Explosive letter shows bureaucrat questioned Barnaby Joyce's 'integrity' before being sacked https://t.co/Ob8ztIZrxy v…",FALSE,0,NA,2016-10-28 06:15:00,FALSE,NA,"791885960225042433",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","KirrinaBarry",14,TRUE,FALSE,NA,NA
"305",".I'm outchea with Western Cape govt. to commemorate #WorldFoodDay. theme: ""climate is changing, therefore food and… https://t.co/2SFC0q0cI0",FALSE,0,NA,2016-10-28 06:14:58,TRUE,NA,"791885953619156992",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mohloboloko",0,FALSE,FALSE,NA,NA
"306","RT @amz_bro: agriculture currently occupies approximately one-third of earth’s total land area and accounts for 70% of all freshwater use",FALSE,0,NA,2016-10-28 06:14:56,FALSE,NA,"791885945905647618",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Nicole_Neuman",1,TRUE,FALSE,NA,NA
"307","RT @PMOIndia: Food processing, dairy &amp; agriculture &amp; related areas in their supply chain are some of the areas of particular potential for…",FALSE,0,NA,2016-10-28 06:14:50,FALSE,NA,"791885918042886144",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","nirajkumarhfm3",355,TRUE,FALSE,NA,NA
"308","RT @Ffoodinstitute: .@AgTechFoodTech Summit ""Agriculture + Food Intersect w Community, Founders, Investors, + Technology"" @FactoryBerlin ht…",FALSE,0,NA,2016-10-28 06:14:14,FALSE,NA,"791885768843206656",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","bakeralan137",1,TRUE,FALSE,NA,NA
"309","RT @freshprincegiwa: Lmao, subsistence agriculture pretending to be commercial <ed><U+00A0><U+00BD><ed><U+00BA><U+00B6><ed><U+00A0><U+00BD><ed><U+00BA><U+00B6><ed><U+00A0><U+00BD><ed><U+00BA><U+00B6> https://t.co/nXqM71oTTv",FALSE,0,NA,2016-10-28 06:13:36,FALSE,NA,"791885608675336192",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AdForumCo",2,TRUE,FALSE,NA,NA
"310","Agriculture is Kenya’s most important economic activity, although less than 8 per cent of Kenya’s land is under agr… https://t.co/qsE9JE0Epc",FALSE,2,NA,2016-10-28 06:13:24,TRUE,NA,"791885559849447424",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","victormatara",6,FALSE,FALSE,NA,NA
"311","RT @JonathanPlaid: #Brexit means #Brexit getting clearer. Taxpayers to fund tariffs for single market access for certain sectors. What abou…",FALSE,0,NA,2016-10-28 06:13:18,FALSE,NA,"791885535585370112",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","RobertsEirug",5,TRUE,FALSE,NA,NA
"312","RT @victormatara: This doesn’t have to be the case,
as there are opportunities in agriculture that one can take advantage of- @georgeoptive…",FALSE,0,NA,2016-10-28 06:13:15,FALSE,NA,"791885523551866884",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rephynexus",4,TRUE,FALSE,NA,NA
"313","RT @rephynexus: Agriculture still remains the back bone of our economy. @OptivenLimited is giving you a chance to venture in agribusiness #…",FALSE,0,NA,2016-10-28 06:13:13,FALSE,NA,"791885511912587264",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rephynexus",5,TRUE,FALSE,NA,NA
"314","RT @TimesNow: #WATCH Prime Minister Narendra Modi to form 10 Groups of Secretaries to work on various sectors like agriculture, energy and…",FALSE,0,NA,2016-10-28 06:13:02,FALSE,NA,"791885466354130944",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","prajapatidipu91",47,TRUE,FALSE,NA,NA
"315","RT @AgMoreThanEver: Creating awareness of agriculture also includes talking about the amazing career opportunities. #ThinkAg #IWorkinAg #Cd…",FALSE,0,NA,2016-10-28 06:12:43,FALSE,NA,"791885385605402625",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ElizabethYSell",27,TRUE,FALSE,NA,NA
"316","RT @TheRoseGuru: Clothianidin is agriculture's Deep Water Horizon. Tom Theobald https://t.co/96jIqzfFZz #neonicotinoids #bees",FALSE,0,NA,2016-10-28 06:11:44,FALSE,NA,"791885138523283456",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","BuzzCloudGlobal",2,TRUE,FALSE,NA,NA
"317","RT @FAOemergencies: Challenge for #agriculture is to reduce emissions while meeting continually increasing demand for food https://t.co/Tmo…",FALSE,0,NA,2016-10-28 06:11:40,FALSE,NA,"791885123281154048",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","FAOKenya",9,TRUE,FALSE,NA,NA
"318","RT @spooningwgreg: Eating out tonight? Outback Spoon @LachySudlow explains the paddock to plate mentality. https://t.co/CWBrqwBwaW #food #a…",FALSE,0,NA,2016-10-28 06:11:24,FALSE,NA,"791885054272299009",NA,"<a href=""http://www.sfxworks.net"" rel=""nofollow"">quantom_nom</a>","quantom_nom",1,TRUE,FALSE,NA,NA
"319","Agriculture still remains the back bone of our economy. @OptivenLimited is giving you a chance to venture in agribusiness #KilimoTujijenge",FALSE,1,NA,2016-10-28 06:11:22,FALSE,NA,"791885048525885440",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rephynexus",5,FALSE,FALSE,NA,NA
"320","Clothianidin is agriculture's Deep Water Horizon. Tom Theobald https://t.co/U99Okehhfh #neonicotinoids #bees",FALSE,0,NA,2016-10-28 06:11:22,FALSE,NA,"791885046328225792",NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>","OrganicViewShow",0,FALSE,FALSE,NA,NA
"321","Clothianidin is agriculture's Deep Water Horizon. Tom Theobald https://t.co/wRf6HwtRmE #neonicotinoids #bees",FALSE,0,NA,2016-10-28 06:11:21,FALSE,NA,"791885043765485569",NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>","RosariansView",0,FALSE,FALSE,NA,NA
"322","Clothianidin is agriculture's Deep Water Horizon. Tom Theobald https://t.co/6AfgkxGLgZ #neonicotinoids #bees",FALSE,0,NA,2016-10-28 06:11:21,FALSE,NA,"791885042268172288",NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>","OrganicQueenBee",0,FALSE,FALSE,NA,NA
"323","Clothianidin is agriculture's Deep Water Horizon. Tom Theobald https://t.co/g3lwQlWfRG #neonicotinoids #bees",FALSE,0,NA,2016-10-28 06:11:20,FALSE,NA,"791885037566296064",NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>","NotableQuotes_",0,FALSE,FALSE,NA,NA
"324","Clothianidin is agriculture's Deep Water Horizon. Tom Theobald https://t.co/9Ur7Nc0Guq #neonicotinoids #bees",FALSE,0,NA,2016-10-28 06:11:19,FALSE,NA,"791885034609401856",NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>","GardNGourmet",0,FALSE,FALSE,NA,NA
"325","Clothianidin is agriculture's Deep Water Horizon. Tom Theobald https://t.co/KG4sV7H4yF #neonicotinoids #bees",FALSE,0,NA,2016-10-28 06:11:18,FALSE,NA,"791885032180809728",NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>","FlowerQuotes_",0,FALSE,FALSE,NA,NA
"326","Clothianidin is agriculture's Deep Water Horizon. Tom Theobald https://t.co/XP2f31MBAZ #neonicotinoids #bees",FALSE,0,NA,2016-10-28 06:11:17,FALSE,NA,"791885026069778432",NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>","BestRoseAdvice",0,FALSE,FALSE,NA,NA
"327","Clothianidin is agriculture's Deep Water Horizon. Tom Theobald https://t.co/s5ZKTYz0KP #neonicotinoids #bees",FALSE,0,NA,2016-10-28 06:11:16,FALSE,NA,"791885023129526272",NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>","EcoDoggie",0,FALSE,FALSE,NA,NA
"328","Clothianidin is agriculture's Deep Water Horizon. Tom Theobald https://t.co/ruEYtClF3m #neonicotinoids #bees",FALSE,0,NA,2016-10-28 06:11:16,FALSE,NA,"791885021053353984",NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>","LIBizExchange",1,FALSE,FALSE,NA,NA
"329","Clothianidin is agriculture's Deep Water Horizon. Tom Theobald https://t.co/96jIqzfFZz #neonicotinoids #bees",FALSE,0,NA,2016-10-28 06:11:15,FALSE,NA,"791885018842951680",NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>","TheRoseGuru",2,FALSE,FALSE,NA,NA
"330","Clothianidin is agriculture's Deep Water Horizon. Tom Theobald https://t.co/unJrebX5wJ #neonicotinoids #bees",FALSE,0,NA,2016-10-28 06:11:15,FALSE,NA,"791885017312100352",NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>","organicview",1,FALSE,FALSE,NA,NA
"331","RT @eatemalivetiger: Explosive letter shows bureaucrat questioned Barnaby Joyce's 'integrity' before being sacked https://t.co/Ob8ztIZrxy v…",FALSE,0,NA,2016-10-28 06:11:11,FALSE,NA,"791885000454975490",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BillByrneMP",14,TRUE,FALSE,NA,NA
"332","How can the CAP drive climate change mitigation and adaptation in the agriculture sector? https://t.co/UnCrRuZ1XN… https://t.co/YSV7p1vvly",FALSE,0,NA,2016-10-28 06:11:02,TRUE,NA,"791884962983215104",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","EmphasisProject",0,FALSE,FALSE,NA,NA
"333","Barlow v Minister for Agriculture: Natural resource means every natural source of wealth https://t.co/p05Bmw4Hks https://t.co/uBEOqyP4Rz",FALSE,1,NA,2016-10-28 06:10:54,FALSE,NA,"791884928304549888",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","SCoIrl",0,FALSE,FALSE,NA,NA
"334","The State of Food and Agriculture 2016: Climate Change, Agriculture and Food Security

The pledge to eradicate... https://t.co/zS5fBD1RiT",FALSE,0,NA,2016-10-28 06:10:17,FALSE,NA,"791884775107747840",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","EduPlantSA",0,FALSE,FALSE,NA,NA
"335","@TheRightArticle Grouse shooting isn't 'farming' and the estates aren't 'agriculture'. So why the subsidies?",FALSE,0,"TheRightArticle",2016-10-28 06:10:10,FALSE,"791883021444083712","791884745764442112","19287584","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","alangriffith8",0,FALSE,FALSE,NA,NA
"336","it's time we venture into scientific agriculture and leave the large tracks of land at the mercy of climate change",FALSE,0,NA,2016-10-28 06:09:27,FALSE,NA,"791884563253432320",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","CSabwami",0,FALSE,FALSE,NA,NA
"337","The State of Food and Agriculture 2016: Climate Change, Agriculture and Food Security

The pledge to eradicate... https://t.co/ryRTAP2gFy",FALSE,0,NA,2016-10-28 06:09:14,FALSE,NA,"791884509587378176",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","ftfa",0,FALSE,FALSE,NA,NA
"338","Where do Clinton and Trump stand on agriculture? - Farm and Dairy https://t.co/wpoawLz5Hg",FALSE,0,NA,2016-10-28 06:09:05,FALSE,NA,"791884471830130688",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","Agriculturenew1",0,FALSE,FALSE,NA,NA
"339","This doesn’t have to be the case,
as there are opportunities in agriculture that one can take advantage of-… https://t.co/HrIAUxRiA4",FALSE,0,NA,2016-10-28 06:09:01,TRUE,NA,"791884455304658945",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","victormatara",4,FALSE,FALSE,NA,NA
"340","The Food and Agriculture Organization of the United Nations Recruiting https://t.co/7jVcxvCr93",FALSE,0,NA,2016-10-28 06:08:56,FALSE,NA,"791884433561452544",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","JobsTodayNG",0,FALSE,FALSE,NA,NA
"341","Where do Clinton and Trump stand on agriculture? - Farm and Dairy https://t.co/dI6KgHZi9I",FALSE,0,NA,2016-10-28 06:08:46,FALSE,NA,"791884391811166208",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","Agriculture24x7",0,FALSE,FALSE,NA,NA
"342","RT @ArielBrunner: When French @EP_Agriculture MEPs start declaring the #CAP bankrupt, you know change must be coming https://t.co/ik6iGTcqT…",FALSE,0,NA,2016-10-28 06:08:40,FALSE,NA,"791884368490983424",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","oldmorganian",13,TRUE,FALSE,NA,NA
"343","RT @gmanews: Japanese businessmen to invest in manufacturing, agriculture sectors — Duterte https://t.co/rt4AgT4gcL",FALSE,0,NA,2016-10-28 06:08:03,FALSE,NA,"791884213125427201",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","999ROMANA",15,TRUE,FALSE,NA,NA
"344","The Food and Agriculture Organization of the United Nations Recruiting https://t.co/eDUg7I6Ixe",FALSE,0,NA,2016-10-28 06:07:49,FALSE,NA,"791884154799554561",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","JobsTodayNG",0,FALSE,FALSE,NA,NA
"345","RT @eatemalivetiger: Explosive letter shows bureaucrat questioned Barnaby Joyce's 'integrity' before being sacked https://t.co/Ob8ztIZrxy v…",FALSE,0,NA,2016-10-28 06:07:21,FALSE,NA,"791884035068874752",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","marxdeane",14,TRUE,FALSE,NA,NA
"346","RT @PoliticoScott: Michael Bloomberg and Laura &amp; John Arnold have poured $8.4 million into soda tax ballot measures in last 2 weeks https:/…",FALSE,0,NA,2016-10-28 06:07:12,FALSE,NA,"791883997710262273",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AgainstSugarTax",5,TRUE,FALSE,NA,NA
"347","RT @officialYAD: #PunjabStandsWithSukhbir No state can beat Punjab in its commitment to enhance agriculture and welfare of hardworking farm…",FALSE,0,NA,2016-10-28 06:07:00,FALSE,NA,"791883947990851584",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","badwalbaljinde1",199,TRUE,FALSE,NA,NA
"348","RT @ODIHQ: .@GodanSec: 'Agriculture data must be accessible for farmers at the local level' https://t.co/hJ31QfvzZ7",FALSE,0,NA,2016-10-28 06:06:28,FALSE,NA,"791883813781725184",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Just_Super",4,TRUE,FALSE,NA,NA
"349","Why food prices are skyrocketing - Reno Omokri mocks Minister of Agriculture https://t.co/csHtZOazx9",FALSE,0,NA,2016-10-28 06:06:10,FALSE,NA,"791883738594500608",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","Gotyoutripping",0,FALSE,FALSE,NA,NA
"350","RT @EmphasisProject: Emphasis White paper on Regulatory Frame for Biological Control is out https://t.co/33JUF8YmMa #agriculture #forestry…",FALSE,0,NA,2016-10-28 06:06:05,FALSE,NA,"791883716348022784",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","BonifertM",1,TRUE,FALSE,NA,NA
"351","RT @DValenciaLopez: A career in #agriculture holds huge opportunities - especially for youth! #IamAg - are you? Join the conversation! http…",FALSE,0,NA,2016-10-28 06:05:38,FALSE,NA,"791883604905365504",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AccessAgric",1,TRUE,FALSE,NA,NA
"352","Eating out tonight? Outback Spoon @LachySudlow explains the paddock to plate mentality. https://t.co/CWBrqwBwaW #food #agriculture #farming",FALSE,2,NA,2016-10-28 06:05:32,FALSE,NA,"791883578921463809",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","spooningwgreg",1,FALSE,FALSE,NA,NA
"353","RT @FPPTim: Farmer Forced to Dump 248 Gallons of Raw Milk &amp; Break 1200 Free Range Eggs by Michigan Dept of Agriculture https://t.co/gUMVcLc…",FALSE,0,NA,2016-10-28 06:04:54,FALSE,NA,"791883420376768512",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Fischenbach",2,TRUE,FALSE,NA,NA
"354","Good to know that Punjab’s 98% agriculture area is irrigated. #PunjabOnTop @sdhillion3 @Dr_Cheema1 @SurjitRakhra… https://t.co/VnDaRjNNYu",FALSE,1,NA,2016-10-28 06:04:54,TRUE,NA,"791883419839975425",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","harmi_inder",0,FALSE,FALSE,NA,NA
"355","RT @mohinderjosh: #Punjab has recorded historic achievements in all sectors be it agriculture, health, education or infrastructure. @office…",FALSE,0,NA,2016-10-28 06:04:37,FALSE,NA,"791883347198824448",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","badwalbaljinde1",1,TRUE,FALSE,NA,NA
"356","@sudeepnarkar @Trollacharya @FarziVakeel @oothikicha @PedestrianPoet eating fruits n wild animals sounds ridiculousalso quitting agriculture",FALSE,0,"sudeepnarkar",2016-10-28 06:04:30,FALSE,"791814759893045251","791883318979682304","433943487","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","_tanmay_",0,FALSE,FALSE,NA,NA
"357","RT @ipfconline1: #IoT opportunities are everywhere in many sectors #Transportation #industry40
#eHealth #agriculture #Automotive [Infograph…",FALSE,0,NA,2016-10-28 06:04:29,FALSE,NA,"791883317008359424",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","pierrepinna",1,TRUE,FALSE,NA,NA
"358","A new blog for a nice crisp morning:  https://t.co/S3uL9oQgd9
@CardioKit @ADavidandCo @Gina_Wilson_ @rhysbmorgan https://t.co/S3uL9oQgd9",FALSE,2,NA,2016-10-28 06:03:34,FALSE,NA,"791883083645673472",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","severnproject",2,FALSE,FALSE,NA,NA
"359","RT @PCGTW: #TPP = yet another expansion of corporate control in agriculture that hurts small farmers, says @IATP https://t.co/QpY1dXLCae ht…",FALSE,0,NA,2016-10-28 06:03:08,FALSE,NA,"791882977584123904",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","charlotte_buzz",10,TRUE,FALSE,NA,NA
"360","Providence Grain Licenses Eka's Insight CM - #Agriculture #CTRM Software #commodities https://t.co/TlXR6ZSaz3 via @YahooFinance",FALSE,1,NA,2016-10-28 06:03:03,FALSE,NA,"791882952967720961",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ashwin_sl",0,FALSE,FALSE,NA,NA
"361","INVESTING IN AGRICULTURE AS HALLMARK OF ECONOMY DIVERSITY - Godwin Obaseki.: INVESTING IN… https://t.co/J7F3ThvYRP",FALSE,1,NA,2016-10-28 06:02:28,FALSE,NA,"791882806972547072",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","edoinsafehands1",0,FALSE,FALSE,NA,NA
"362","Ireland's Agriculture Minister: Please Ban Extremely cruel practices under Animal Welfare Law - Sign ... https://t.co/74pYmUOWl0 via @Change",FALSE,1,NA,2016-10-28 06:02:13,FALSE,NA,"791882742837280768",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SwiftWriter",0,FALSE,FALSE,NA,NA
"363","RT @collinrenfro: Animal agriculture companies like @TysonFoods dump more pollution in oceans than any gas company #TryVegan https://t.co/u…",FALSE,0,NA,2016-10-28 06:02:04,FALSE,NA,"791882707634487296",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","abbimckenz",167,TRUE,FALSE,NA,NA
"364","RT @IUFoST: MT @ForumForAg: FAO calls for holistic approach for agriculture to meet the #SDGs.  #FFA2016 https://t.co/8R71bSzQ7a https://t.…",FALSE,0,NA,2016-10-28 06:02:04,FALSE,NA,"791882705877086208",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","viEUws",3,TRUE,FALSE,NA,NA
"365","The Ministry of Agriculture today received 5 tonnes of vegetable seeds from the Government of India.

In his... https://t.co/TIHe5RGHOn",FALSE,0,NA,2016-10-28 06:01:56,FALSE,NA,"791882673023180804",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Min_AgriFiji",0,FALSE,FALSE,NA,NA
"366","Job Vacancy at International Institute of Tropical Agriculture (IITA) [2 positions] https://t.co/doeLBFfcRo",FALSE,0,NA,2016-10-28 06:01:53,FALSE,NA,"791882659156766721",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","agrinigeria",0,FALSE,FALSE,NA,NA
"367","Team Leader: Agriculture And Food Security https://t.co/k8ENF1QYcA",FALSE,0,NA,2016-10-28 06:01:47,FALSE,NA,"791882635874217984",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","agrinigeria",0,FALSE,FALSE,NA,NA
